StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,AU1_1,AU1_2,AU2_1,AU2_2,AU3_1,AU3_2,AU4_1,AU4_2,AU5_1,AU5_2,age,gender,Q13,art expirence,ai expirence,BL1_1,BL1_2,BL2_1,BL2_2,BL3_1,BL3_2,BL4_1,BL4_2,BL5_1,BL5_2,BU1_1,BU1_2,BU2_1,BU2_2,BU3_1,BU3_2,BU4_1,BU4_2,BU5_1,BU5_2,AL1_1,AL1_2,AL2_1,AL2_2,AL3_1,AL3_2,AL4_1,AL4_2,AL5_1,AL5_2,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Do you consent to having your answers recorded anonymously for a study conducted for a class at the University of Texas at Austin,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Please Share Your Age,Gender,Education Level,Artistic Experience,AI Experience,Human Made 1                                           AI Made 2 - Creativity of 1,Human Made 1                                           AI Made 2 - Creativity of 2,Human Made 1                                      AI Made 2 - Creativity of 1,Human Made 1                                      AI Made 2 - Creativity of 2,AI Made 1                                                Human Made 2 - Creativity of 1,AI Made 1                                                Human Made 2 - Creativity of 2,AI Made 1                                       Human Made 2 - Creativity of 1,AI Made 1                                       Human Made 2 - Creativity of 2,Human Made 1                                     AI Made 2 - Creativity of 1,Human Made 1                                     AI Made 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Image 1                                                Image 2 - Creativity of 1,Image 1                                                Image 2 - Creativity of 2,Human Made Image 1                          AI Made Image 2 - Creativity of 1,Human Made Image 1                          AI Made Image 2 - Creativity of 2,AI Made 1                                                Human Made 2 - Creativity of 1,AI Made 1                                                Human Made 2 - Creativity of 2,AI Made 1                                      Human Made 2 - Creativity of 1,AI Made 1                                      Human Made 2 - Creativity of 2,Human Made 1                                          AI Made 2 - Creativity of 1,Human Made 1                                          AI Made 2 - Creativity of 2,Human Made 1                                   AI Made 2 - Creativity of 1,Human Made 1                                   AI Made 2 - Creativity of 2,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID17""}","{""ImportId"":""QID4_1""}","{""ImportId"":""QID4_2""}","{""ImportId"":""QID7_1""}","{""ImportId"":""QID7_2""}","{""ImportId"":""QID8_1""}","{""ImportId"":""QID8_2""}","{""ImportId"":""QID9_1""}","{""ImportId"":""QID9_2""}","{""ImportId"":""QID10_1""}","{""ImportId"":""QID10_2""}","{""ImportId"":""QID13""}","{""ImportId"":""QID16""}","{""ImportId"":""QID18""}","{""ImportId"":""QID15""}","{""ImportId"":""QID19""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID42_2""}","{""ImportId"":""QID43_1""}","{""ImportId"":""QID43_2""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID45_2""}","{""ImportId"":""QID46_1""}","{""ImportId"":""QID46_2""}","{""ImportId"":""QID27_1""}","{""ImportId"":""QID27_2""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID28_2""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID30_2""}","{""ImportId"":""QID31_1""}","{""ImportId"":""QID31_2""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID38_1""}","{""ImportId"":""QID38_2""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID39_2""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID40_2""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID41_2""}","{""ImportId"":""Q_DataPolicyViolations""}"
2025-11-11 13:19:39,2025-11-11 13:26:53,0,128.62.190.181,100,434,1,2025-11-11 13:26:54,R_1Lq9U4e6GYOblJF,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2025-11-11 13:45:25,2025-11-11 13:47:29,0,128.62.78.119,100,123,1,2025-11-11 13:47:29,R_3yugnAY88E4sThT,,,,,30.2887,-97.7398,anonymous,EN,1,7,2,4,6,5,7,4,4,6,5,2,2,3,3,2,5,6,5,4,6,5,6,6,3,5,,,,,,,,,,,,,,,,,,,,,
2025-11-11 13:45:01,2025-11-11 13:47:34,0,166.198.198.40,100,152,1,2025-11-11 13:47:34,R_6Wqut6vZRUsNRQJ,,,,,30.4427,-97.6805,anonymous,EN,1,5,3,6,6,2,6,3,5,3,7,2,2,2,1,5,2,4,3,5,5,3,5,3,3,5,,,,,,,,,,,,,,,,,,,,,
2025-11-11 13:45:00,2025-11-11 13:47:54,0,172.56.92.222,100,173,1,2025-11-11 13:47:54,R_6hH9UZdjNxsuxJE,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,1,2,3,2,4,,,,,,,,,,,4,5,2,6,5,3,5,3,4,6,3,5,,5,3,6,2,5,3,6,
2025-11-11 13:56:31,2025-11-11 13:58:53,0,128.62.64.47,100,141,1,2025-11-11 13:58:53,R_61npoDNeBsY58pb,,,,,30.2881,-97.764,anonymous,EN,1,,,,,,,,,,,2,1,3,2,5,,,,,,,,,,,3,5,2,5,5,1,3,3,3,2,4,2,4,2,4,2,2,4,5,2,
2025-11-11 14:00:34,2025-11-11 14:01:37,0,128.62.71.20,100,63,1,2025-11-11 14:01:37,R_6rJcG07hgMZEwTM,,,,,30.2881,-97.764,anonymous,EN,1,,,,,,,,,,,2,1,3,3,5,,,,,,,,,,,3,7,7,2,7,4,7,4,2,7,,,,,,,,,,,
2025-11-11 13:58:13,2025-11-11 14:02:02,0,128.62.42.57,100,229,1,2025-11-11 14:02:03,R_65KH18T6oo1vBwB,,,,,30.2887,-97.7398,qr,EN,1,4,7,6,2,5,4,6,6,4,4,2,1,3,1,5,3,6,3,6,4,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,
2025-11-11 13:58:10,2025-11-11 14:03:57,0,167.17.67.176,100,347,1,2025-11-11 14:03:58,R_6Iz3cber37ReyHq,,,,,32.7797,-96.8022,qr,EN,1,4,5,5,4,3,4,4,6,3,5,2,1,3,1,5,3,6,4,5,4,5,4,5,3,5,,,,,,,,,,,,,,,,,,,,,
2025-11-11 13:57:21,2025-11-11 14:07:34,0,128.62.64.141,100,612,1,2025-11-11 14:07:35,R_3MQJx1RoL30ljwl,,,,,30.2881,-97.764,anonymous,EN,1,,,,,,,,,,,2,1,3,2,5,,,,,,,,,,,2,6,3,5,5,4,3,6,2,4,2,5,5,3,3,5,4,6,2,6,
2025-11-11 14:10:53,2025-11-11 14:12:45,0,128.62.70.165,100,111,1,2025-11-11 14:12:46,R_6c8kKb0AQZyLzj5,,,,,30.2881,-97.764,anonymous,EN,1,,,,,,,,,,,2,2,3,1,4,,,,,,,,,,,3,5,4,6,5,4,5,5,5,6,5,6,5,4,5,6,3,6,4,6,
2025-11-11 14:04:16,2025-11-11 14:13:28,0,128.62.64.18,100,551,1,2025-11-11 14:13:28,R_3DZMOyXKGRrqTt5,,,,,30.2881,-97.764,anonymous,EN,1,3,2,2,3,6,4,3,4,2,5,2,1,4,1,4,2,4,3,3,3,4,4,3,2,4,,,,,,,,,,,,,,,,,,,,,
2025-11-11 14:11:01,2025-11-11 14:14:22,0,146.75.164.217,100,200,1,2025-11-11 14:14:23,R_5hW5p0llqMKXxbe,,,,,30.2625,-97.7463,anonymous,EN,1,,,,,,,,,,,2,1,4,2,5,,,,,,,,,,,3,5,6,4,4,4,4,4,3,4,6,4,2,2,6,3,4,5,3,6,
2025-11-11 14:14:29,2025-11-11 14:17:48,0,128.62.79.84,100,198,1,2025-11-11 14:17:48,R_3rOJYuaXtAg5v36,,,,,30.2887,-97.7398,anonymous,EN,1,4,5,5,4,3,5,3,5,3,5,2,1,3,2,3,4,3,5,4,4,5,3,5,5,4,,,,,,,,,,,,,,,,,,,,,
2025-11-11 14:32:47,2025-11-11 14:35:09,0,128.62.45.40,100,142,1,2025-11-11 14:35:10,R_1JfM1JFCz8GKm4t,,,,,30.2887,-97.7398,qr,EN,1,5,3,6,4,7,4,3,6,3,6,2,2,3,1,5,2,5,2,5,7,4,4,2,4,6,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:47:38,2025-11-11 15:49:54,0,128.62.189.3,100,135,1,2025-11-11 15:49:54,R_6LMhYr5qnJapPfH,,,,,30.2887,-97.7398,anonymous,EN,1,3,6,4,6,3,3,5,6,2,5,2,2,3,3,4,4,5,6,3,5,3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:47:01,2025-11-11 15:50:44,0,128.62.178.108,100,222,1,2025-11-11 15:50:44,R_6q8bgE7B6B1Q4Zq,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,2,2,4,2,4,,,,,,,,,,,2,4,5,6,7,6,5,3,3,5,3,6,5,3,6,4,3,6,3,6,
2025-11-11 15:50:08,2025-11-11 15:53:10,0,166.205.190.6,100,182,1,2025-11-11 15:53:11,R_5dRaa1u4xkEKZQG,,,,,32.7797,-96.8022,anonymous,EN,1,,,,,,,,,,,2,2,3,1,5,,,,,,,,,,,3,6,4,6,6,3,6,4,2,4,4,4,2,6,4,4,6,3,4,5,
2025-11-11 15:38:43,2025-11-11 15:54:11,0,172.226.175.54,100,927,1,2025-11-11 15:54:11,R_3pjiTFPFwYFw1B7,,,,,30.2625,-97.7463,anonymous,EN,1,2,6,6,2,3,5,2,4,3,5,2,1,3,1,5,1,5,2,6,6,2,5,3,5,2,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:59:11,2025-11-11 16:03:07,0,166.198.198.143,100,236,1,2025-11-11 16:03:08,R_1PZiEhpO0nlmSom,,,,,30.4427,-97.6805,anonymous,EN,1,3,5,5,3,6,4,3,7,2,5,2,2,4,2,3,4,3,5,3,3,2,5,3,2,2,,,,,,,,,,,,,,,,,,,,,
2025-11-11 17:54:49,2025-11-11 17:57:08,0,185.132.176.152,100,139,1,2025-11-11 17:57:09,R_21crG0h0E9AzdGK,,,,,51.9968,4.2057,anonymous,EN,1,,,,,,,,,,,2,1,3,1,4,,,,,,,,,,,5,4,4,5,6,3,2,2,3,5,4,6,5,4,2,5,4,3,3,3,
2025-11-11 18:49:59,2025-11-11 18:54:26,0,128.62.184.175,100,267,1,2025-11-11 18:54:27,R_5bZh0GG0J10PWSH,,,,,30.2887,-97.7398,anonymous,EN,1,5,3,4,2,3,5,4,6,4,2,2,1,3,3,4,4,3,3,4,2,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:11:50,2025-11-11 19:19:28,0,166.198.198.5,100,458,1,2025-11-11 19:19:28,R_3mwkOiX2vJMmddn,,,,,30.4427,-97.6805,anonymous,EN,1,,,,,,,,,,,4,2,6,1,1,,,,,,,,,,,5,2,2,3,5,2,1,5,5,2,5,2,3,3,2,5,4,3,2,4,
2025-11-11 21:22:19,2025-11-11 21:26:51,0,98.197.117.123,100,271,1,2025-11-11 21:26:51,R_7dEogB7kEaGRZvT,,,,,30.0409,-95.5302,anonymous,EN,1,,,,,,,,,,,4,1,6,1,2,,,,,,,,,,,5,6,3,5,2,2,5,5,,,6,5,4,4,,2,2,,2,,
2025-11-11 21:48:02,2025-11-11 21:51:17,0,172.58.208.89,100,195,1,2025-11-11 21:51:17,R_11mvycUHivYeQLK,,,,,33.9573,-118.3118,anonymous,EN,1,5,3,6,4,3,6,6,2,7,1,2,1,5,1,4,2,6,6,2,5,5,4,6,2,3,,,,,,,,,,,,,,,,,,,,,
2025-11-11 23:06:11,2025-11-11 23:10:26,0,128.62.72.161,100,255,1,2025-11-11 23:10:26,R_7XizzlNxIvNqG7z,,,,,30.2887,-97.7398,anonymous,EN,1,7,4,4,5,3,5,6,2,5,2,2,2,2,2,5,2,3,5,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
2025-11-11 23:17:32,2025-11-11 23:21:03,0,128.62.67.182,100,211,1,2025-11-11 23:21:04,R_7D5mjCVsmQMTMDn,,,,,30.2881,-97.764,anonymous,EN,1,,,,,,,,,,,2,1,3,1,5,,,,,,,,,,,6,4,4,7,5,3,7,5,4,5,6,4,6,5,3,6,4,6,3,5,
2025-11-12 12:16:38,2025-11-12 12:20:31,0,128.62.69.143,100,233,1,2025-11-12 12:20:32,R_5PYbQYOPLkvZfA4,,,,,30.2881,-97.764,anonymous,EN,1,3,5,4,2,4,5,,5,5,2,2,1,3,3,1,4,2,5,1,5,3,,,6,3,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:04:26,2025-11-12 13:07:15,0,128.62.104.100,100,169,1,2025-11-12 13:07:15,R_7YJ5e8SLQQ25KR0,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,2,1,3,2,1,,,,,,,,,,,5,2,5,3,6,2,3,2,2,4,3,2,2,4,3,6,3,2,2,2,
2025-11-12 13:04:42,2025-11-12 13:08:13,0,128.62.104.215,100,211,1,2025-11-12 13:08:13,R_7n2EFeXkFlxBYrF,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,2,2,3,2,3,,,,,,,,,,,3,5,5,4,5,2,3,5,2,5,5,2,3,5,2,7,4,2,4,4,
2025-11-12 13:05:46,2025-11-12 13:09:07,0,128.62.98.244,100,200,1,2025-11-12 13:09:08,R_3DyntyN4Y3MAVd7,,,,,30.2887,-97.7398,anonymous,EN,1,,,,,,,,,,,2,2,3,3,4,,,,,,,,,,,3,5,2,5,5,2,5,2,4,2,3,4,2,5,2,6,2,4,5,2,
